"cell_tower_id1","cell_tower_id2","source1_name","source2_name","device_name_1","device_name_2","frequency1","frequency2","frequency_band","latitude1","longitude1","latitude2","longitude2","district1","district2","id_1","id_2"
"PO0090","PO0014","Sevanapitiya-PO0090-13G/921-23-ODU-1(RTNRF-1)","Katuwanwila_Etisalat-PO0014-13G/921-23-ODU-1(RTNRF-1)","Sevanapitiya-PO0090-13G/921","Katuwanwila_Etisalat-PO0014-13G/921"," 12,821.00 "," 13,087.00 ",13,7.92588,81.1909,8.03,81.175833,"Polonnaruwa","Polonnaruwa",1,1226
"PO0090","PO0014","Sevanapitiya-PO0090-13G/921-24-ODU-1(RTNRF-1)","Katuwanwila_Etisalat-PO0014-13G/921-24-ODU-1(RTNRF-1)","Sevanapitiya-PO0090-13G/921","Katuwanwila_Etisalat-PO0014-13G/921"," 12,821.00 "," 13,087.00 ",13,7.92588,81.1909,8.03,81.175833,"Polonnaruwa","Polonnaruwa",2,1227
"KU0020","KU0109","Katupotha-KU0020-18G/1665-23-ODU-1(RTNRF-1)","Kirimetiyawa-KU0109-18G/1665-23-ODU-1(RTNRF-1)","Katupotha-KU0020-18G/1665","Kirimetiyawa-KU0109-18G/1665"," 18,737.50 "," 17,727.50 ",18,7.5351,80.1865,7.51227,80.1418,"Kurunegala","Kurunegala",3,1228
"KU0059","KU0144","Mallawapitiya-KU0059-15G/833-23-ODU-1(RTNRF-1)","Welagedara-KU0144-15G/833-23-ODU-1(RTNRF-1)","Mallawapitiya-KU0059-15G/833","Welagedara-KU0144-15G/833"," 14,963.00 "," 14,473.00 ",15,7.47054,80.4049,7.47173,80.4686,"Kurunegala","Kurunegala",4,1229
"KU0059","KU0144","Mallawapitiya-KU0059-15G/833-24-ODU-1(RTNRF-1)","Welagedara-KU0144-15G/833-24-ODU-1(RTNRF-1)","Mallawapitiya-KU0059-15G/833","Welagedara-KU0144-15G/833"," 14,963.00 "," 14,473.00 ",15,7.47054,80.4049,7.47173,80.4686,"Kurunegala","Kurunegala",5,1230
"JA0011","JA0035","Chunnakam_DTP-JA0011-26G/1359-23-ODU-1(RTNRF-1)","Chunnakam_SLT-JA0035-26G/1359-23-ODU-1(RTNRF-1)","Chunnakam_DTP-JA0011-26G/1359","Chunnakam_SLT-JA0035-26G/1359"," 25,071.00 "," 26,079.00 ",26,9.74961,80.0291,9.74531,80.0307,"Jaffna","Jaffna",6,1231
"CM0805","CM0367","Kittanpahuwa-CM0805-26G/547-23-ODU-1(RTNRF-1)","Wennawatta-CM0367-26G/547-23-ODU-1(RTNRF-1)","Kittanpahuwa-CM0805-26G/547","Wennawatta-CM0367-26G/547"," 25,098.50 "," 26,106.50 ",26,6.94591,79.8908,6.94449,79.9042,"Colombo","Colombo",7,1232
"GM0017","GM0257","Imbulgoda-GM0017-23G/1463-23-ODU-1(RTNRF-1)","Katuwalamulla-GM0257-23G/1463-23-ODU-1(RTNRF-1)","Imbulgoda-GM0017-23G/1463","Katuwalamulla-GM0257-23G/1463"," 21,854.00 "," 23,086.00 ",23,7.03469,79.9894,7.034722,79.971389,"Gampaha","Gampaha",8,1233
"GM0017","GM0257","Imbulgoda-GM0017-23G/1463-24-ODU-1(RTNRF-1)","Katuwalamulla-GM0257-23G/1463-24-ODU-1(RTNRF-1)","Imbulgoda-GM0017-23G/1463","Katuwalamulla-GM0257-23G/1463"," 21,854.00 "," 23,086.00 ",23,7.03469,79.9894,7.034722,79.971389,"Gampaha","Gampaha",9,1234
"TR0009","TR0022","Kinniya-TR0009-13G/750-23-ODU-1(RTNRF-1)","Thampalagamam-TR0022-13G/750-23-ODU-1(RTNRF-1)","Kinniya-TR0009-13G/750","Thampalagamam-TR0022-13G/750"," 13,087.00 "," 12,821.00 ",13,8.495833,81.186389,8.501111,81.094722,"Trincomalee","Trincomalee",10,1235
"GM0058","GM0149","Belummahara-GM0058-18G/936-23-ODU-1(RTNRF-1)","Buthpitiya-GM0149-18G/936-23-ODU-1(RTNRF-1)","Belummahara-GM0058-18G/936","Buthpitiya-GM0149-18G/936"," 18,792.50 "," 17,782.50 ",18,7.06635,80.0052,7.056667,80.048889,"Gampaha","Gampaha",11,1236
"GM0058","GM0149","Belummahara-GM0058-18G/936-24-ODU-1(RTNRF-1)","Buthpitiya-GM0149-18G/936-24-ODU-1(RTNRF-1)","Belummahara-GM0058-18G/936","Buthpitiya-GM0149-18G/936"," 18,792.50 "," 17,782.50 ",18,7.06635,80.0052,7.056667,80.048889,"Gampaha","Gampaha",12,1237
"CM0027","CM0302","Grandpass-CM0027-26G/838-23-ODU-1(RTNRF-1)","Cyril_C_Perera_Mw-CM0302-26G/838-23-ODU-1(RTNRF-1)","Grandpass-CM0027-26G/838","Cyril_C_Perera_Mw-CM0302-26G/838"," 26,064.50 "," 25,056.50 ",26,6.94608,79.8699,6.94584,79.8651,"Colombo","Colombo",13,1238
"CM0027","CM0302","Grandpass-CM0027-26G/838-24-ODU-1(RTNRF-1)","Cyril_C_Perera_Mw-CM0302-26G/838-24-ODU-1(RTNRF-1)","Grandpass-CM0027-26G/838","Cyril_C_Perera_Mw-CM0302-26G/838"," 26,064.50 "," 25,056.50 ",26,6.94608,79.8699,6.94584,79.8651,"Colombo","Colombo",14,1239
"TR0007","TR0035","Muthur-TR0007-13G/890-23-ODU-1(RTNRF-1)","Thampalagamam_South-TR0035-13G/890-23-ODU-1(RTNRF-1)","Muthur-TR0007-13G/890","Thampalagamam_South-TR0035-13G/890"," 12,765.00 "," 13,031.00 ",13,8.450278,81.261389,8.454167,81.138056,"Trincomalee","Trincomalee",15,1240
"AN0025","AN0073","Medawachchiya_Dialog-AN0025-11G/452-23-ODU-1(RTNRF-1)","Pihimbigollewal-AN0073-11G/452-23-ODU-1(RTNRF-1)","Medawachchiya_Dialog-AN0025-11G/452","Pihimbigollewal-AN0073-11G/452"," 11,222.00 "," 10,692.00 ",11,8.540556,80.492778,8.532222,80.629444,"Anuradapura","Anuradapura",16,1241
"GM0042","GM0614","Ragama-GM0042-26G/817-23-ODU-1(RTNRF-1)","Ragama_Town-GM0614-26G/817-23-ODU-1(RTNRF-1)","Ragama-GM0042-26G/817","Ragama_Town-GM0614-26G/817"," 26,134.50 "," 25,126.50 ",26,7.03004,79.9243,7.027778,79.9225,"Gampaha","Gampaha",17,1242
"GM0042","GM0614","Ragama-GM0042-26G/817-24-ODU-1(RTNRF-1)","Ragama_Town-GM0614-26G/817-24-ODU-1(RTNRF-1)","Ragama-GM0042-26G/817","Ragama_Town-GM0614-26G/817"," 26,134.50 "," 25,126.50 ",26,7.03004,79.9243,7.027778,79.9225,"Gampaha","Gampaha",18,1243
"PU0072","PU0062","Daluwa-PU0072-15G/900-23-ODU-1(RTNRF-1)","Nagavil-PU0062-15G/900-23-ODU-1(RTNRF-1)","Daluwa-PU0072-15G/900","Nagavil-PU0062-15G/900"," 15,047.00 "," 14,557.00 ",15,7.981111,79.753056,7.9669,79.8319,"Puttlam","Puttlam",19,1244
"GM0040","GM0655","Peliyagoda DBN-GM0040-26G/1309-23-ODU-1(RTNRF-1)","Peliyagoda junction relocation-GM0655-26G/1309-23-ODU-1(RTNRF-1)","Peliyagoda DBN-GM0040-26G/1309","Peliyagoda junction relocation-GM0655-26G/1309"," 25,042.50 "," 26,050.50 ",26,6.96324,79.8831,6.955,79.883889,"Gampaha","Gampaha",20,1245
"KI0035","KI0066","Iranamadu_DTL-KI0035-18G/1871-23-ODU-1(RTNRF-1)","Iranamadu_West- KI0066-18G/1871-23-ODU-1(RTNRF-1)","Iranamadu_DTL-KI0035-18G/1871","Iranamadu_West- KI0066-18G/1871"," 17,810.00 "," 18,820.00 ",18,9.342778,80.407778,9.312667,80.404722,"Kilinochchi","Kilinochchi",21,1246
"KU0339","KU0088","Kavisigamuwa-KU0339-18G/1892-23-ODU-1(RTNRF-1)","Barandana-KU0088-18G/1892-23-ODU-1(RTNRF-1)","Kavisigamuwa-KU0339-18G/1892","Barandana-KU0088-18G/1892"," 17,810.00 "," 18,820.00 ",18,7.516083,80.476389,7.49389,80.4309,"Kurunegala","Kurunegala",22,1247
"KU0191","KU0045","Badagamuwa-KU0191-15G/797-23-ODU-1(RTNRF-1)","Wellawa-KU0045-15G/797-23-ODU-1(RTNRF-1)","Badagamuwa-KU0191-15G/797","Wellawa-KU0045-15G/797"," 14,907.00 "," 14,417.00 ",15,7.500833,80.391667,7.56387,80.3651,"Kurunegala","Kurunegala",23,1248
"PU0097","PU0028","Silva_Town_Madampe-PU0097-18G/1432-23-ODU-1(RTNRF-1)","Bingiriya_South-PU0028-18G/1432-23-ODU-1(RTNRF-1)","Silva_Town_Madampe-PU0097-18G/1432","Bingiriya_South-PU0028-18G/1432"," 18,737.50 "," 17,727.50 ",18,7.495833,79.842222,7.53688,79.8866,"Puttlam","Puttlam",24,1249
"PU0097","PU0028","Silva_Town_Madampe-PU0097-18G/1432-24-ODU-1(RTNRF-1)","Bingiriya_South-PU0028-18G/1432-24-ODU-1(RTNRF-1)","Silva_Town_Madampe-PU0097-18G/1432","Bingiriya_South-PU0028-18G/1432"," 18,737.50 "," 17,727.50 ",18,7.495833,79.842222,7.53688,79.8866,"Puttlam","Puttlam",25,1250
"KU0106","KU0223","Maeliya-KU0106-15G/897-23-ODU-1(RTNRF-1)","Madahapola-KU0223-15G/897-23-ODU-1(RTNRF-1)","Maeliya-KU0106-15G/897","Madahapola-KU0223-15G/897"," 14,907.00 "," 14,417.00 ",15,7.72774,80.4194,7.70482,80.4955,"Kurunegala","Kurunegala",26,1251
"MA0014","MA0015","Periyathampanai_Dialog-MA0014-11G/440-23-ODU-1(RTNRF-1)","Periyakunchikulam_Mobitel-MA0015-11G/440-23-ODU-1(RTNRF-1)","Periyathampanai_Dialog-MA0014-11G/440","Periyakunchikulam_Mobitel-MA0015-11G/440"," / "," / ",11,8.789722,80.254444,8.698611,80.160556,"Mannar","Mannar",27,1252
"KU0015","PU0029","Sandalankawa-KU0015-18G/898-23-ODU-1(RTNRF-1)","Wekada-PU0029-18G/898-23-ODU-1(RTNRF-1)","Sandalankawa-KU0015-18G/898","Wekada-PU0029-18G/898"," 17,727.50 "," 18,737.50 ",18,7.30633,79.9528,7.300278,79.926944,"Kurunegala","Puttlam",28,1253
"GM0031","GM0137","Kurana-GM0031-18G/1353-23-ODU-1(RTNRF-1)","Nugagahahandiya-GM0137-18G/1353-23-ODU-1(RTNRF-1)","Kurana-GM0031-18G/1353","Nugagahahandiya-GM0137-18G/1353"," 18,765.00 "," 17,755.00 ",18,7.18736,79.8609,7.223333,79.863056,"Gampaha","Gampaha",29,1254
"GM0031","GM0137","Kurana-GM0031-18G/1353-24-ODU-1(RTNRF-1)","Nugagahahandiya-GM0137-18G/1353-24-ODU-1(RTNRF-1)","Kurana-GM0031-18G/1353","Nugagahahandiya-GM0137-18G/1353"," 18,765.00 "," 17,755.00 ",18,7.18736,79.8609,7.223333,79.863056,"Gampaha","Gampaha",30,1255
"GM0155","GM0185","Mirigama Town Dialog_(Henepola)-GM0155-23G/1562-23-ODU-1(RTNRF-1)","Henepola_(Mirigama Town Dialog)-GM0185-23G/1562-23-ODU-1(RTNRF-1)","Mirigama Town Dialog_(Henepola)-GM0155-23G/1562","Henepola_(Mirigama Town Dialog)-GM0185-23G/1562"," 21,826.00 "," 23,058.00 ",23,7.24626,80.1297,7.20626,80.1293,"Gampaha","Gampaha",31,1256
"VA0072","AN0226","Irattaperiyakulam_Dialog-VA0072-18G/1725-23-ODU-1(RTNRF-1)","Iratperiyakulam_South-AN0226-18G/1725-23-ODU-1(RTNRF-1)","Irattaperiyakulam_Dialog-VA0072-18G/1725","Iratperiyakulam_South-AN0226-18G/1725"," 17,810.00 "," 18,820.00 ",18,8.69087,80.4824,8.645278,80.472778,"Vavnia","Anuradapura",32,1257
"GM0039","GM0053","NITTAMBUWA-GM0039-15G/977-23-ODU-1(RTNRF-1)","WEWELDENIYA-GM0053-15G/977-23-ODU-1(RTNRF-1)","NITTAMBUWA-GM0039-15G/977","WEWELDENIYA-GM0053-15G/977"," 14,445.00 "," 14,935.00 ",15,7.14324,80.101,7.19758,80.1618,"Gampaha","Gampaha",33,1258
"GM0039","GM0053","NITTAMBUWA-GM0039-15G/977-24-ODU-1(RTNRF-1)","WEWELDENIYA-GM0053-15G/977-24-ODU-1(RTNRF-1)","NITTAMBUWA-GM0039-15G/977","WEWELDENIYA-GM0053-15G/977"," 14,445.00 "," 14,935.00 ",15,7.14324,80.101,7.19758,80.1618,"Gampaha","Gampaha",34,1259
"JA0060","JA0118","Kayts_Dialog-JA0060-23G/767-23-ODU-1(RTNRF-1)","Kayts_Town_Airtel-JA0118-23G/767-23-ODU-1(RTNRF-1)","Kayts_Dialog-JA0060-23G/767","Kayts_Town_Airtel-JA0118-23G/767"," 21,826.00 "," 23,058.00 ",23,9.68381,79.8591,9.69161,79.8711,"Jaffna","Jaffna",35,1260
"CM0127","CM1131","Battaramulla-CM0127-23G/828-23-ODU-1(RTNRF-1)","Buthgamuwa_Rd_Reloc-CM1131-23G/828-23-ODU-1(RTNRF-1)","Battaramulla-CM0127-23G/828","Buthgamuwa_Rd_Reloc-CM1131-23G/828"," 23,114.00 "," 21,882.00 ",23,6.90607,79.9149,6.913889,79.91,"Colombo","Colombo",36,1261
"CM0127","CM1131","Battaramulla-CM0127-23G/828-24-ODU-1(RTNRF-1)","Buthgamuwa_Rd_Reloc-CM1131-23G/828-24-ODU-1(RTNRF-1)","Battaramulla-CM0127-23G/828","Buthgamuwa_Rd_Reloc-CM1131-23G/828"," 23,114.00 "," 21,882.00 ",23,6.90607,79.9149,6.913889,79.91,"Colombo","Colombo",37,1262
"JA0060","JA0117","Kayts-JA0060-15G/569-23-ODU-1(RTNRF-1)","Karainagar_E-JA0117-15G/569-23-ODU-1(RTNRF-1)","Kayts-JA0060-15G/569","Karainagar_E-JA0117-15G/569"," 14,557.00 "," 15,047.00 ",15,9.68381,79.8591,9.74108,79.8756,"Jaffna","Jaffna",38,1263
"PU0009","PU0056","Marawila-PU0009-18G/896-23-ODU-1(RTNRF-1)","Halpanwila-PU0056-18G/896-23-ODU-1(RTNRF-1)","Marawila-PU0009-18G/896","Halpanwila-PU0056-18G/896"," 19,210.00 "," 18,200.00 ",18,7.412222,79.833889,7.437222,79.838333,"Puttlam","Puttlam",39,1264
"PU0009","PU0056","Marawila-PU0009-18G/896-24-ODU-1(RTNRF-1)","Halpanwila-PU0056-18G/896-24-ODU-1(RTNRF-1)","Marawila-PU0009-18G/896","Halpanwila-PU0056-18G/896"," 19,210.00 "," 18,200.00 ",18,7.412222,79.833889,7.437222,79.838333,"Puttlam","Puttlam",40,1265
"KU0096","KU0356","Galgamuwa_DTL-KU0096-18G/1890-23-ODU-1(RTNRF-1)","Galgamuwa_East_Mobitel-KU0356-18G/1890-23-ODU-1(RTNRF-1)","Galgamuwa_DTL-KU0096-18G/1890","Galgamuwa_East_Mobitel-KU0356-18G/1890"," 17,810.00 "," 18,820.00 ",18,8.00465,80.2689,7.983889,80.316667,"Kurunegala","Kurunegala",41,1266
"JA0008","JA0129","Puloli-JA0008-23G/805-23-ODU-1(RTNRF-1)","Alvai_East-JA0129-23G/805-23-ODU-1(RTNRF-1)","Puloli-JA0008-23G/805","Alvai_East-JA0129-23G/805"," 23,114.00 "," 21,882.00 ",23,9.81601,80.2323,9.825556,80.221389,"Jaffna","Jaffna",42,1267
"TR0001","TR0014","Tinco_Town_Dialog-TR0001-26G/860-23-ODU-1(RTNRF-1)","Trinco_Town_North-TR0014-26G/860-23-ODU-1(RTNRF-1)","Trinco_Town_Dialog-TR0001-26G/860","Trinco_Town_North-TR0014-26G/860"," 25,098.50 "," 26,106.50 ",26,8.575278,81.229722,8.580278,81.229722,"Trincomalee","Trincomalee",43,1268
"KU0167","KU0012","Danduwewa-KU0167-18G/1626-23-ODU-1(RTNRF-1)","Nikaweratiya-KU0012-18G/1626-23-ODU-1(RTNRF-1)","Danduwewa-KU0167-18G/1626","Nikaweratiya-KU0012-18G/1626"," 18,930.00 "," 17,920.00 ",18,7.73642,80.0771,7.75247,80.1168,"Kurunegala","Kurunegala",44,1269
"KU0167","KU0012","Danduwewa-KU0167-18G/1626-24-ODU-1(RTNRF-1)","Nikaweratiya-KU0012-18G/1626-24-ODU-1(RTNRF-1)","Danduwewa-KU0167-18G/1626","Nikaweratiya-KU0012-18G/1626"," 18,930.00 "," 17,920.00 ",18,7.73642,80.0771,7.75247,80.1168,"Kurunegala","Kurunegala",45,1270
"AN0014","AN0184","Kahatagasdigili_Town-AN0014-11G/289-23-ODU-1(RTNRF-1)","Hurulu_Nikawewa-AN0184-11G/289-23-ODU-1(RTNRF-1)","Kahatagasdigili_Town-AN0014-11G/289","Hurulu_Nikawewa-AN0184-11G/289"," 11,245.00 "," 10,715.00 ",11,8.426944,80.698333,8.26698,80.7586,"Anuradapura","Anuradapura",46,1271
"AN0014","AN0184","Kahatagasdigili_Town-AN0014-11G/289-24-ODU-1(RTNRF-1)","Hurulu_Nikawewa-AN0184-11G/289-24-ODU-1(RTNRF-1)","Kahatagasdigili_Town-AN0014-11G/289","Hurulu_Nikawewa-AN0184-11G/289"," 11,245.00 "," 10,715.00 ",11,8.426944,80.698333,8.26698,80.7586,"Anuradapura","Anuradapura",47,1272
"JA0033","JA0097","Kandarmadam-JA0033-23G/1035-23-ODU-1(RTNRF-1)","Nallur_North-JA0097-23G/1035-23-ODU-1(RTNRF-1)","Kandarmadam-JA0033-23G/1035","Nallur_North-JA0097-23G/1035"," 22,050.00 "," 23,282.00 ",23,9.67718,80.0183,9.68633,80.0419,"Jaffna","Jaffna",48,1273
"JA0033","JA0097","Kandarmadam-JA0033-23G/1035-24-ODU-1(RTNRF-1)","Nallur_North-JA0097-23G/1035-24-ODU-1(RTNRF-1)","Kandarmadam-JA0033-23G/1035","Nallur_North-JA0097-23G/1035"," 22,050.00 "," 23,282.00 ",23,9.67718,80.0183,9.68633,80.0419,"Jaffna","Jaffna",49,1274
"PU0002","PU0024","Arachchikattuwa-PU0002-15G/659-23-ODU-1(RTNRF-1)","Bangadeniya-PU0024-15G/659-23-ODU-1(RTNRF-1)","Arachchikattuwa-PU0002-15G/659","Bangadeniya-PU0024-15G/659"," 14,445.00 "," 14,935.00 ",15,7.688056,79.831111,7.62651,79.8293,"Puttlam","Puttlam",50,1275
"PU0002","PU0024","Arachchikattuwa-PU0002-15G/659-24-ODU-1(RTNRF-1)","Bangadeniya-PU0024-15G/659-24-ODU-1(RTNRF-1)","Arachchikattuwa-PU0002-15G/659","Bangadeniya-PU0024-15G/659"," 14,445.00 "," 14,935.00 ",15,7.688056,79.831111,7.62651,79.8293,"Puttlam","Puttlam",51,1276
"MU0037","MU0016","Padinaddampore-MU0037-11G/410-23-ODU-1(RTNRF-1)","Mallavi-MU0016-11G/410-23-ODU-1(RTNRF-1)","Padinaddampore-MU0037-11G/410","Mallavi-MU0016-11G/410"," 10,755.00 "," 11,285.00 ",11,9.20989,80.419,9.108333,80.326389,"Mulathive","Mulathive",52,1277
"MU0037","MU0016","Padinaddampore-MU0037-11G/410-24-ODU-1(RTNRF-1)","Mallavi-MU0016-11G/410-24-ODU-1(RTNRF-1)","Padinaddampore-MU0037-11G/410","Mallavi-MU0016-11G/410"," 10,755.00 "," 11,285.00 ",11,9.20989,80.419,9.108333,80.326389,"Mulathive","Mulathive",53,1278
"GM0118","CM0424","Malwana-GM0118-13G/623-23-ODU-1(RTNRF-1)","Malabe_S-CM0424-13G/623-23-ODU-1(RTNRF-1)","Malwana-GM0118-13G/623","Malabe_S-CM0424-13G/623"," 12,765.00 "," 13,031.00 ",13,6.95196,80.0225,6.894167,79.96,"Gampaha","Colombo",54,1279
"GM0118","CM0424","Malwana-GM0118-13G/623-25-ODU-1(RTNRF-1)","Malabe_S-CM0424-13G/623-25-ODU-1(RTNRF-1)","Malwana-GM0118-13G/623","Malabe_S-CM0424-13G/623"," 12,765.00 "," 13,031.00 ",13,6.95196,80.0225,6.894167,79.96,"Gampaha","Colombo",55,1280
"AN0029","VA0021","Punewa-AN0029-15G/594-23-ODU-1(RTNRF-1)","Katkulam-VA0021-15G/594-23-ODU-1(RTNRF-1)","Punewa-AN0029-15G/594","Katkulam-VA0021-15G/594"," 14,417.00 "," 14,907.00 ",15,8.614167,80.462778,8.65551,80.403,"Anuradapura","Vavnia",56,1281
"AN0049","VA0006","Nagadaranawa-AN0049-15G/880-23-ODU-1(RTNRF-1)","Neriyakulam-VA0006-15G/880-23-ODU-1(RTNRF-1)","Nagadaranawa-AN0049-15G/880","Neriyakulam-VA0006-15G/880"," 14,473.00 "," 14,963.00 ",15,8.570833,80.430556,8.59871,80.3769,"Anuradapura","Vavnia",57,1282
"GM0090","GM0198","Pasyala-GM0090-18G/908-23-ODU-1(RTNRF-1)","Humbutiyawa-GM0198-18G/908-23-ODU-1(RTNRF-1)","Pasyala-GM0090-18G/908","Humbutiyawa-GM0198-18G/908"," 18,765.00 "," 17,755.00 ",18,7.168611,80.119722,7.16882,80.091,"Gampaha","Gampaha",58,1283
"GM0090","GM0198","Pasyala-GM0090-18G/908-24-ODU-1(RTNRF-1)","Humbutiyawa-GM0198-18G/908-24-ODU-1(RTNRF-1)","Pasyala-GM0090-18G/908","Humbutiyawa-GM0198-18G/908"," 18,765.00 "," 17,755.00 ",18,7.168611,80.119722,7.16882,80.091,"Gampaha","Gampaha",59,1284
"PU0008","PU0066","Madampe-PU0008-18G/1535-23-ODU-1(RTNRF-1)","Ambakandawila-PU0066-18G/1535-23-ODU-1(RTNRF-1)","Madampe-PU0008-18G/1535","Ambakandawila-PU0066-18G/1535"," 17,782.50 "," 18,792.50 ",18,7.482778,79.830556,7.522222,79.795833,"Puttlam","Puttlam",60,1285
"PU0008","PU0066","Madampe-PU0008-18G/1535-24-ODU-1(RTNRF-1)","Ambakandawila-PU0066-18G/1535-24-ODU-1(RTNRF-1)","Madampe-PU0008-18G/1535","Ambakandawila-PU0066-18G/1535"," 17,782.50 "," 18,792.50 ",18,7.482778,79.830556,7.522222,79.795833,"Puttlam","Puttlam",61,1286
"AN0016","AN0013","Anuradhapura_Airport-AN0016-15G/546-23-ODU-1(RTNRF-1)","Anuradhapura_MTT-AN0013-15G/546-23-ODU-1(RTNRF-1)","Anuradhapura_Airport-AN0016-15G/546","Anuradhapura_MTT-AN0013-15G/546"," 14,613.00 "," 15,103.00 ",15,8.307778,80.42,8.366389,80.434444,"Anuradapura","Anuradapura",62,1287
"AN0016","AN0013","Anuradhapura_Airport-AN0016-15G/546-24-ODU-1(RTNRF-1)","Anuradhapura_MTT-AN0013-15G/546-24-ODU-1(RTNRF-1)","Anuradhapura_Airport-AN0016-15G/546","Anuradhapura_MTT-AN0013-15G/546"," 14,613.00 "," 15,103.00 ",15,8.307778,80.42,8.366389,80.434444,"Anuradapura","Anuradapura",63,1288
"AN0086","AN0102","Kendewa-AN0086-18G/842-23-ODU-1(RTNRF-1)","Kallanchiya-AN0102-18G/842-23-ODU-1(RTNRF-1)","Kendewa-AN0086-18G/842","Kallanchiya-AN0102-18G/842"," 17,810.00 "," 18,820.00 ",18,8.493056,80.6025,8.449722,80.576944,"Anuradapura","Anuradapura",64,1289
"MT0001","MT0032","Dambulla_DBN-MT0001-15G/830-23-ODU-1(RTNRF-1)","Makulugaswewa-MT0032-15G/830-23-ODU-1(RTNRF-1)","Dambulla_DBN-MT0001-15G/830","Makulugaswewa-MT0032-15G/830"," 14,991.00 "," 14,501.00 ",15,7.876389,80.638056,7.84676,80.5728,"Matale","Matale",65,1290
"MT0001","MT0032","Dambulla_DBN-MT0001-15G/830-24-ODU-1(RTNRF-1)","Makulugaswewa-MT0032-15G/830-24-ODU-1(RTNRF-1)","Dambulla_DBN-MT0001-15G/830","Makulugaswewa-MT0032-15G/830"," 14,991.00 "," 14,501.00 ",15,7.876389,80.638056,7.84676,80.5728,"Matale","Matale",66,1291
"GM0062","GM0117","FTZ_South-GM0062-18G/1348-23-ODU-1(RTNRF-1)","Peellawatta-GM0117-18G/1348-23-ODU-1(RTNRF-1)","FTZ_South-GM0062-18G/1348","Peellawatta-GM0117-18G/1348"," 18,820.00 "," 17,810.00 ",18,7.1625,79.891667,7.17507,79.9204,"Gampaha","Gampaha",67,1292
"GM0062","GM0117","FTZ_South-GM0062-18G/1348-25-ODU-1(RTNRF-1)","Peellawatta-GM0117-18G/1348-25-ODU-1(RTNRF-1)","FTZ_South-GM0062-18G/1348","Peellawatta-GM0117-18G/1348"," 18,820.00 "," 17,810.00 ",18,7.1625,79.891667,7.17507,79.9204,"Gampaha","Gampaha",68,1293
"CM0400","CM0244","Kotte_BSC-CM0400-23G/1510-23-ODU-1(RTNRF-1)","Parliament_Grounds_Mobitel-CM0244-23G/1510-23-ODU-1(RTNRF-1)","Kotte_BSC-CM0400-23G/1510","Parliament_Grounds_Mobitel-CM0244-23G/1510"," 23,044.00 "," 21,812.00 ",23,6.887778,79.902222,6.894444,79.916667,"Colombo","Colombo",69,1294
"CM0400","CM0244","Kotte_BSC-CM0400-23G/1510-24-ODU-1(RTNRF-1)","Parliament_Grounds_Mobitel-CM0244-23G/1510-24-ODU-1(RTNRF-1)","Kotte_BSC-CM0400-23G/1510","Parliament_Grounds_Mobitel-CM0244-23G/1510"," 23,044.00 "," 21,812.00 ",23,6.887778,79.902222,6.894444,79.916667,"Colombo","Colombo",70,1295
"JA0011","JA0031","Chunnakam_DTP-JA0011-23G/840-23-ODU-1(RTNRF-1)","Mallakam-JA0031-23G/840-23-ODU-1(RTNRF-1)","Chunnakam_DTP-JA0011-23G/840","Mallakam-JA0031-23G/840"," 21,924.00 "," 23,156.00 ",23,9.74961,80.0291,9.766389,80.030278,"Jaffna","Jaffna",71,1296
"CM0050","CM0239","Kolonnawa-CM0050-18G/694-23-ODU-1(RTNRF-1)","Kohilawatta-CM0239-18G/694-23-ODU-1(RTNRF-1)","Kolonnawa-CM0050-18G/694","Kohilawatta-CM0239-18G/694"," 18,820.00 "," 17,810.00 ",18,6.93378,79.8875,6.94503,79.9145,"Colombo","Colombo",72,1297
"CM0050","CM0239","Kolonnawa-CM0050-18G/694-24-ODU-1(RTNRF-1)","Kohilawatta-CM0239-18G/694-24-ODU-1(RTNRF-1)","Kolonnawa-CM0050-18G/694","Kohilawatta-CM0239-18G/694"," 18,820.00 "," 17,810.00 ",18,6.93378,79.8875,6.94503,79.9145,"Colombo","Colombo",73,1298
"JA0057","JA0136","Nunavil-JA0057-18G/671-23-ODU-1(RTNRF-1)","Koyilakkandi-JA0136-18G/671-23-ODU-1(RTNRF-1)","Nunavil-JA0057-18G/671","Koyilakkandi-JA0136-18G/671"," 17,755.00 "," 18,765.00 ",18,9.66789,80.1355,9.6475,80.098333,"Jaffna","Jaffna",74,1299
"JA0057","JA0136","Nunavil-JA0057-18G/671-24-ODU-1(RTNRF-1)","Koyilakkandi-JA0136-18G/671-24-ODU-1(RTNRF-1)","Nunavil-JA0057-18G/671","Koyilakkandi-JA0136-18G/671"," 17,755.00 "," 18,765.00 ",18,9.66789,80.1355,9.6475,80.098333,"Jaffna","Jaffna",75,1300
"KU0026","KU0088","Ridigama-KU0026-13G/835-23-ODU-1(RTNRF-1)","Barandana-KU0088-13G/835-23-ODU-1(RTNRF-1)","Ridigama-KU0026-13G/835","Barandana-KU0088-13G/835"," 12,765.00 "," 13,031.00 ",13,7.54691,80.4928,7.49389,80.4309,"Kurunegala","Kurunegala",76,1301
