cell_tower_id1,cell_tower_id2,source1_name,source2_name,device_name_1,device_name_2,frequency1,frequency2,frequency_band,latitude1,longitude1,latitude2,longitude2,district1,district2,id_1,id_2,nearest_precip_station,nearest_precip_lat,nearest_precip_long,distance,PathLength
CM0424,CM0422,Malabe_South-CM0424-23G/1499-25-ODU-1(RTNRF-1),Thalangama_West-CM0422-23G/1499-25-ODU-1(RTNRF-1),Malabe_South-CM0424-23G/1499,Thalangama_West-CM0422-23G/1499," 23,030.00 "," 21,798.00 ",23.0,6.8941669999999995,79.96,6.896089999999999,79.923,Colombo,Colombo,209.0,1434.0,curw_kottawa_dharmapala_north,6.865576,79.95818100000001,3.7523644399615406,4.0947554908366985
CM0424,CM0184,Malabe_South-CM0424-18G/1236-24-ODU-1(RTNRF-1),Athurugiriya_Town-CM0184-18G/1236-24-ODU-1(RTNRF-1),Malabe_South-CM0424-18G/1236,Athurugiriya_Town-CM0184-18G/1236," 17,850.00 "," 18,860.00 ",18.0,6.8941669999999995,79.96,6.877778,79.989722,Colombo,Colombo,229.0,1454.0,curw_kottawa_dharmapala_north,6.865576,79.95818100000001,2.9131807709312985,3.751771267200962
CM0149,CM1111,Kottawa_Town-CM0149-23G/1491-24-ODU-1(RTNRF-1),Malapalla-CM1111-23G/1491-24-ODU-1(RTNRF-1),Kottawa_Town-CM0149-23G/1491,Malapalla-CM1111-23G/1491," 23,058.00 "," 21,826.00 ",23.0,6.843056,79.964722,6.841480000000001,79.9777,Colombo,Colombo,456.0,1681.0,curw_kottawa_dharmapala_north,6.865576,79.95818100000001,2.952686938711991,1.4450324401607215
CM0056,CM0409,Maharagama-CM0056-18G/970-24-ODU-1(RTNRF-1),Pelanwatta-CM0409-18G/970-24-ODU-1(RTNRF-1),Maharagama-CM0056-18G/970,Pelanwatta-CM0409-18G/970," 17,782.50 "," 18,792.50 ",18.0,6.839460000000001,79.9271,6.826944,79.953056,Colombo,Colombo,460.0,1685.0,curw_kottawa_dharmapala_north,6.865576,79.95818100000001,4.101445887062335,3.1854565867449436
CM0361,CM0512,Athurugiriya_South-CM0361-26G/859-24-ODU-1(RTNRF-1),Rukmalgama-CM0512-26G/859-24-ODU-1(RTNRF-1),Athurugiriya_South-CM0361-26G/859,Rukmalgama-CM0512-26G/859," 24,986.50 "," 25,994.50 ",26.0,6.866111,79.99638900000001,6.85787,79.9828,Colombo,Colombo,786.0,2011.0,curw_kottawa_dharmapala_north,6.865576,79.95818100000001,3.4946073686112773,1.7568364092156998
CM0424,CM0879,Pothuarawa-CM0424-23G/655-24-ODU-1(RTNRF-1),Kalalgoda_East-CM0879-23G/655-24-ODU-1(RTNRF-1),Pothuarawa-CM0424-23G/655,Kalalgoda_East-CM0879-23G/655," 23,058.00 "," 21,826.00 ",23.0,6.8941669999999995,79.96,6.870360000000001,79.955,Colombo,Colombo,1159.0,2384.0,curw_kottawa_dharmapala_north,6.865576,79.95818100000001,1.8470079171083038,2.69019146146846
CM0875,CM0513,Pamunuwa Relocat-CM0875-23G/718-24-ODU-1(RTNRF-1),Kalalgoda Dialog-CM0513-23G/718-24-ODU-1(RTNRF-1),Pamunuwa Relocat-CM0875-23G/718,Kalalgoda Dialog-CM0513-23G/718," 23,114.00 "," 21,882.00 ",23.0,6.8580559999999995,79.92694399999999,6.866639999999999,79.9451,Colombo,Colombo,1179.0,2404.0,curw_kottawa_dharmapala_north,6.865576,79.95818100000001,2.4750458604165706,2.219946027724928
CM0424,CM0436,Malabe_South-CM0424-23G/699-24-ODU-1(RTNRF-1),Udumulla_RT-CM0436-23G/699-24-ODU-1(RTNRF-1),Malabe_South-CM0424-23G/699,Udumulla_RT-CM0436-23G/699," 23,058.00 "," 21,826.00 ",23.0,6.8941669999999995,79.96,6.9274,79.9407,Colombo,Colombo,221.0,1446.0,curw_mulleriyawa,6.923571000000001,79.941176,1.7400584370966021,4.249350100961763
CM0438,CM0638,Heenetikumbura-CM0438-23G/595-23-ODU-1(RTNRF-1),Welivita_West-CM0638-23G/595-23-ODU-1(RTNRF-1),Heenetikumbura-CM0438-23G/595,Welivita_West-CM0638-23G/595," 21,854.00 "," 23,086.00 ",23.0,6.91367,79.9318,6.92117,79.9469,Colombo,Colombo,620.0,1845.0,curw_mulleriyawa,6.923571000000001,79.941176,0.7095428642891788,1.8635294601799235
CM0053,CM0797,Kotikawatta_DBN-CM0053-26G/596-24-ODU-1(RTNRF-1),Kotikawatta_South-CM0797-26G/596-24-ODU-1(RTNRF-1),Kotikawatta_DBN-CM0053-26G/596,Kotikawatta_South-CM0797-26G/596," 25,126.50 "," 26,134.50 ",26.0,6.935556,79.914167,6.92975,79.9198,Colombo,Colombo,692.0,1917.0,curw_mulleriyawa,6.923571000000001,79.941176,2.8559974756679543,0.8943119855348125
CM0124,CM0586,Angoda-CM0124-26G/1185-24-ODU-1(RTNRF-1),Himbutana_West-CM0586-26G/1185-24-ODU-1(RTNRF-1),Angoda-CM0124-26G/1185,Himbutana_West-CM0586-26G/1185," 25,928.00 "," 24,920.00 ",26.0,6.9302779999999995,79.92805600000001,6.922339999999999,79.9316,Colombo,Colombo,897.0,2122.0,curw_mulleriyawa,6.923571000000001,79.941176,1.2901357403829419,0.96127242071196
CM0124,CM0425,Angoda-CM0124-23G/1313-24-ODU-1(RTNRF-1),Aggona_RT-CM0425-23G/1313-24-ODU-1(RTNRF-1),Angoda-CM0124-23G/1313,Aggona_RT-CM0425-23G/1313," 23,156.00 "," 21,924.00 ",23.0,6.9302779999999995,79.92805600000001,6.915833,79.923333,Colombo,Colombo,914.0,2139.0,curw_mulleriyawa,6.923571000000001,79.941176,1.711859060162173,1.680587215023356
JA0003,JA0038,Jaffna_SLT-JA0003-23G/886-23-ODU-1(RTNRF-1),Karaiyur-JA0038-23G/886-23-ODU-1(RTNRF-1),Jaffna_SLT-JA0003-23G/886,Karaiyur-JA0038-23G/886," 21,910.00 "," 23,142.00 ",23.0,9.66563,80.006,9.655278,80.020833,Jaffna,Jaffna,484.0,1709.0,curw_jaffna,9.6607949,80.0298459,1.8035407792927973,1.9902737331188463
JA0022,JA0003,Chundukuli MTU-JA0022-18G/1159-25-ODU-1(RTNRF-1),Jaffna_SLT-JA0003-18G/1159-25-ODU-1(RTNRF-1),Chundukuli MTU-JA0022-18G/1159,Jaffna_SLT-JA0003-18G/1159," 17,855.00 "," 18,865.00 ",18.0,9.655710000000001,80.0335,9.66563,80.006,Jaffna,Jaffna,559.0,1784.0,curw_jaffna,9.6607949,80.0298459,1.108123042834522,3.2114080312298814
JA0097,JA0124,Nallur_North-JA0097-23G/705-24-ODU-1(RTNRF-1),Nallur_East-JA0124-23G/705-24-ODU-1(RTNRF-1),Nallur_North-JA0097-23G/705,Nallur_East-JA0124-23G/705," 23,058.00 "," 21,826.00 ",23.0,9.68633,80.0419,9.672222,80.0425,Jaffna,Jaffna,703.0,1928.0,curw_jaffna,9.6607949,80.0298459,2.4528964493567336,1.5618135033512892
JA0038,JA0127,Kareiyu-JA0038-26G/1328-23-ODU-1(RTNRF-1),Chundukkuli_Town-JA0127-26G/1328-23-ODU-1(RTNRF-1),Kareiyu-JA0038-26G/1328,Chundukkuli_Town-JA0127-26G/1328," 25,014.50 "," 26,022.50 ",26.0,9.655278,80.020833,9.658638999999999,80.020833,Jaffna,Jaffna,757.0,1982.0,curw_jaffna,9.6607949,80.0298459,1.0763522440965827,0.37174517884169955
JA0097,JA0029,Nallur_North-JA0097-23G/1034-23-ODU-1(RTNRF-1),Nallur-JA0029-23G/1034-23-ODU-1(RTNRF-1),Nallur_North-JA0097-23G/1034,Nallur-JA0029-23G/1034," 23,058.00 "," 21,826.00 ",23.0,9.68633,80.0419,9.67653,80.0323,Jaffna,Jaffna,842.0,2067.0,curw_jaffna,9.6607949,80.0298459,2.417223132436601,1.5115811776886923
JA0022,JA0123,Chundukkuli-JA0022-26G/724-24-ODU-1(RTNRF-1),Chundukkuli_North-JA0123-26G/724-24-ODU-1(RTNRF-1),Chundukkuli-JA0022-26G/724,Chundukkuli_North-JA0123-26G/724," 25,938.50 "," 24,930.50 ",26.0,9.655710000000001,80.0335,9.657210000000001,80.0389,Jaffna,Jaffna,983.0,2208.0,curw_jaffna,9.6607949,80.0298459,0.8462958057498771,0.6154477927895987
JA0097,JA0147,Nallur_North-JA0097-18G/1684-24-ODU-1(RTNRF-1),Colombuthurai-JA0147-18G/1684-24-ODU-1(RTNRF-1),Nallur_North-JA0097-18G/1684,Colombuthurai-JA0147-18G/1684," 18,765.00 "," 17,755.00 ",18.0,9.68633,80.0419,9.655555999999999,80.0475,Jaffna,Jaffna,1194.0,2419.0,curw_jaffna,9.6607949,80.0298459,1.9792712007261155,3.4588174592555263
