cell_tower_id1,cell_tower_id2,source1_name,source2_name,device_name_1,device_name_2,frequency1,frequency2,frequency_band,latitude1,longitude1,latitude2,longitude2,district1,district2,id_1,id_2,nearest_precip_station,nearest_precip_lat,nearest_precip_long,distance,PathLength
CM0127,CM0965,Battaramulla-CM0127-26G/1237-23-ODU-1(RTNRF-1),Battaramulla_East-CM0965-26G/1237-23-ODU-1(RTNRF-1),Battaramulla-CM0127-26G/1237,Battaramulla_East-CM0965-26G/1237," 25,994.50 "," 24,986.50 ",26.0,6.90607,79.9149,6.903055999999999,79.905833,Colombo,Colombo,964.0,2189.0,curw_IBATTARA2,6.9079999999999995,79.919,1.0270718566728865,1.0560448139227698
GM0118,CM0424,Malwana-GM0118-13G/623-25-ODU-1(RTNRF-1),Malabe_S-CM0424-13G/623-25-ODU-1(RTNRF-1),Malwana-GM0118-13G/623,Malabe_S-CM0424-13G/623," 12,765.00 "," 13,031.00 ",13.0,6.951960000000001,80.0225,6.8941669999999995,79.96,Gampaha,Colombo,55.0,1280.0,curw_malabe,6.9039600000000005,79.95738,4.298206335060375,9.410476948856926
CM1213,CM0424,Asiri_Place_Atel-CM1213-23G/1639-23-ODU-1(RTNRF-1),Malabe_South-CM0424-23G/1639-23-ODU-1(RTNRF-1),Asiri_Place_Atel-CM1213-23G/1639,Malabe_South-CM0424-23G/1639," 21,910.00 "," 23,142.00 ",23.0,6.913611,79.955833,6.8941669999999995,79.96,Colombo,Colombo,165.0,1390.0,curw_malabe,6.9039600000000005,79.95738,0.05981036827166409,2.1990801789771806
CM0424,CM0422,Malabe_South-CM0424-23G/1499-25-ODU-1(RTNRF-1),Thalangama_West-CM0422-23G/1499-25-ODU-1(RTNRF-1),Malabe_South-CM0424-23G/1499,Thalangama_West-CM0422-23G/1499," 23,030.00 "," 21,798.00 ",23.0,6.8941669999999995,79.96,6.896089999999999,79.923,Colombo,Colombo,209.0,1434.0,curw_malabe,6.9039600000000005,79.95738,2.0084955461831644,4.0947554908366985
CM0424,CM0542,MALABE_SOUTH-CM0424-18G/1785-23-ODU-1(RTNRF-1),ETHULKOTTE_SOUTH-CM0542-18G/1785-23-ODU-1(RTNRF-1),MALABE_SOUTH-CM0424-18G/1785,ETHULKOTTE_SOUTH-CM0542-18G/1785," 18,902.00 "," 17,892.00 ",18.0,6.8941669999999995,79.96,6.893611,79.908333,Colombo,Colombo,235.0,1460.0,curw_malabe,6.9039600000000005,79.95738,2.7968532888052695,5.710567748580674
CM0345,CM0864,Korathota-CM0345-23G/596-24-ODU-1(RTNRF-1),Alubogahalanda_North-CM0864-23G/596-24-ODU-1(RTNRF-1),Korathota-CM0345-23G/596,Alubogahalanda_North-CM0864-23G/596," 23,058.00 "," 21,826.00 ",23.0,6.9093100000000005,79.9973,6.907222,79.97555600000001,Colombo,Colombo,537.0,1762.0,curw_malabe,6.9039600000000005,79.95738,3.2454292086764287,2.414143086482343
CM0424,CM0981,MALABE_SOUTH-CM0424-18G/1786-23-ODU-1(RTNRF-1),Pore-CM0981-18G/1786-23-ODU-1(RTNRF-1),MALABE_SOUTH-CM0424-18G/1786,Pore-CM0981-18G/1786, / , / ,18.0,6.8941669999999995,79.96,6.887778,79.982778,Colombo,Colombo,813.0,2038.0,curw_malabe,6.9039600000000005,79.95738,2.1118833401251806,2.614714570940054
CM0873,CM0422,Pelawatta_Jn-CM0873-26G/1167-24-ODU-1(RTNRF-1),Thalangama_West-CM0422-26G/1167-24-ODU-1(RTNRF-1),Pelawatta_Jn-CM0873-26G/1167,Thalangama_West-CM0422-26G/1167," 26,050.50 "," 25,042.50 ",26.0,6.8916699999999995,79.929,6.896089999999999,79.923,Colombo,Colombo,997.0,2222.0,curw_malabe,6.9039600000000005,79.95738,3.6428358896943642,0.823809657347632
CM1270,CM0424,SAITM_Hospital_Ind-CM1270-18G/1484-24-ODU-1(RTNRF-1),Malabe_South-CM0424-18G/1484-24-ODU-1(RTNRF-1),SAITM_Hospital_Ind-CM1270-18G/1484,Malabe_South-CM0424-18G/1484," 18,847.50 "," 17,837.50 ",18.0,6.92421,79.9628,6.8941669999999995,79.96,Colombo,Colombo,1083.0,2308.0,curw_malabe,6.9039600000000005,79.95738,0.7291938011376801,3.3368451485045387
CM0001,CM0037,Anderson_Rd-CM0001-26G/921-24-ODU-1(RTNRF-1),Kalubowila-CM0037-26G/921-24-ODU-1(RTNRF-1),Anderson_Rd-CM0001-26G/921,Kalubowila-CM0037-26G/921," 24,986.50 "," 25,994.50 ",26.0,6.858333,79.88166700000001,6.865833,79.87944399999999,Colombo,Colombo,86.0,1311.0,curw_kohuwala,6.860887,79.885825,0.5972542358554149,0.8650532013962349
CM0037,CM0380,Kalubowila-CM0037-26G/1163-24-ODU-1(RTNRF-1),Wanarathana_Rd-CM0380-26G/1163-24-ODU-1(RTNRF-1),Kalubowila-CM0037-26G/1163,Wanarathana_Rd-CM0380-26G/1163," 26,134.50 "," 25,126.50 ",26.0,6.865833,79.87944399999999,6.856389,79.876111,Colombo,Colombo,761.0,1986.0,curw_kohuwala,6.860887,79.885825,0.8898157148013383,1.1074785729623073
CM0565,CM0608,Poorwarama-CM0565-26G/1161-24-ODU-1(RTNRF-1),Balapokuna_East-CM0608-26G/1161-24-ODU-1(RTNRF-1),Poorwarama-CM0565-26G/1161,Balapokuna_East-CM0608-26G/1161," 26,106.50 "," 25,098.50 ",26.0,6.877778,79.882222,6.874722,79.887222,Colombo,Colombo,1089.0,2314.0,curw_kohuwala,6.860887,79.885825,1.7033647570159607,0.6477721003285062
CM0115,CM0015,Udahamulla-CM0115-23G/1301-24-ODU-1(RTNRF-1),Delkanda_RT-CM0015-23G/1301-24-ODU-1(RTNRF-1),Udahamulla-CM0115-23G/1301,Delkanda_RT-CM0015-23G/1301," 21,854.00 "," 23,086.00 ",23.0,6.8674100000000005,79.9103,6.8686110000000005,79.8975,Colombo,Colombo,1120.0,2345.0,curw_kohuwala,6.860887,79.885825,2.1474878677997316,1.4209535238935347
CM0573,CM0157,Pepiliyana_Town-CM0573-23G/1384-24-ODU-1(RTNRF-1),Nedimala_Suntel-CM0157-23G/1384-24-ODU-1(RTNRF-1),Pepiliyana_Town-CM0573-23G/1384,Nedimala_Suntel-CM0157-23G/1384," 21,826.00 "," 23,058.00 ",23.0,6.852778,79.894444,6.85,79.878333,Colombo,Colombo,1156.0,2381.0,curw_kohuwala,6.860887,79.885825,1.0522297027303857,1.8070526720083164
CM0150,CM0964,Landmark-CM0150-26G/869-24-ODU-1(RTNRF-1),Kollupitiya_South-CM0964-26G/869-24-ODU-1(RTNRF-1),Landmark-CM0150-26G/869,Kollupitiya_South-CM0964-26G/869," 25,994.50 "," 24,986.50 ",26.0,6.903611,79.8525,6.898333,79.85333299999999,Colombo,Colombo,129.0,1354.0,curw_thurstan_college,6.9029300000000005,79.85932,0.7400885313622473,0.5909111413773429
CM0745,CM1300,McLarence_Buildng_IBS-CM0745-26G/1408-24-ODU-1(RTNRF-1),British_Council-CM1300-26G/1408-24-ODU-1(RTNRF-1),McLarence_Buildng_IBS-CM0745-26G/1408,British_Council-CM1300-26G/1408," 26,134.50 "," 25,126.50 ",26.0,6.896389,79.856944,6.899722,79.856667,Colombo,Colombo,217.0,1442.0,curw_thurstan_college,6.9029300000000005,79.85932,0.6064872404824969,0.3698665750973403
CM0378,CM0707,Jaya_Rd-CM0378-26G/832-24-ODU-1(RTNRF-1),Majestic_Ind-CM0707-26G/832-24-ODU-1(RTNRF-1),Jaya_Rd-CM0378-26G/832,Majestic_Ind-CM0707-26G/832," 26,022.50 "," 25,014.50 ",26.0,6.88709,79.8562,6.8941669999999995,79.855,Colombo,Colombo,300.0,1525.0,curw_thurstan_college,6.9029300000000005,79.85932,1.4211929845036104,0.7938048318166254
CM0174,CM1195,Jantha_Courts-CM0174-23G/1524-24-ODU-1(RTNRF-1),Suncity(Cinammon Red)-CM1195-23G/1524-24-ODU-1(RTNRF-1),Jantha_Courts-CM0174-23G/1524,Suncity(Cinammon Red)-CM1195-23G/1524," 23,030.00 "," 21,798.00 ",23.0,6.903611,79.8575,6.912222,79.855556,Colombo,Colombo,364.0,1589.0,curw_thurstan_college,6.9029300000000005,79.85932,0.631916630079518,0.976227907329555
CM0150,CM0522,Landmark-CM0150-26G/1301-23-ODU-1(RTNRF-1),Albert_Crecent-CM0522-26G/1301-23-ODU-1(RTNRF-1),Landmark-CM0150-26G/1301,Albert_Crecent-CM0522-26G/1301," 26,071.00 "," 25,063.00 ",26.0,6.903611,79.8525,6.9086110000000005,79.863333,Colombo,Colombo,400.0,1625.0,curw_thurstan_college,6.9029300000000005,79.85932,0.38446612607031305,1.318757340532612
CM0761,CM0871,Empire_Ind-CM0761-26G/834-23-ODU-1(RTNRF-1),Arts_Theatre_Ind-CM0871-26G/834-23-ODU-1(RTNRF-1),Empire_Ind-CM0761-26G/834,Arts_Theatre_Ind-CM0871-26G/834," 26,106.50 "," 25,098.50 ",26.0,6.919167,79.8575,6.910833,79.863333,Colombo,Colombo,837.0,2062.0,curw_thurstan_college,6.9029300000000005,79.85932,1.3403148600245374,1.1247271494820332
CM0460,CM0726,Joseph_Lane-CM0460-26G/674-24-ODU-1(RTNRF-1),Premier_Pacific_Ind-CM0726-26G/674-24-ODU-1(RTNRF-1),Joseph_Lane-CM0460-26G/674,Premier_Pacific_Ind-CM0726-26G/674," 26,148.50 "," 25,140.50 ",26.0,6.893611,79.856111,6.893889,79.857222,Colombo,Colombo,928.0,2153.0,curw_thurstan_college,6.9029300000000005,79.85932,1.0567270596975464,0.1265781601740849
CM0174,CM0940,Thursten_Road_Dialog(Janatha Court BSC)-CM0174-23G/1506-24-ODU-1(RTNRF-1),Independence_Avenue_Suntel-CM0940-23G/1506-24-ODU-1(RTNRF-1),Thursten_Road_Dialog(Janatha Court BSC)-CM0174-23G/1506,Independence_Avenue_Suntel-CM0940-23G/1506," 23,030.00 "," 21,798.00 ",23.0,6.903611,79.8575,6.9086110000000005,79.865,Colombo,Colombo,1053.0,2278.0,curw_thurstan_college,6.9029300000000005,79.85932,0.41140133892075376,0.9963912011966763
CM0174,CM0536,Thursten-CM0174-23G/1051-26-ODU-1(RTNRF-1),Bullers_Rd_South-CM0536-23G/1051-26-ODU-1(RTNRF-1),Thursten-CM0174-23G/1051,Bullers_Rd_South-CM0536-23G/1051," 23,338.00 "," 22,106.00 ",23.0,6.903611,79.8575,6.898611,79.869167,Colombo,Colombo,1072.0,2297.0,curw_thurstan_college,6.9029300000000005,79.85932,0.48704852703323465,1.4029797591658943
CM0174,CM0231,Thursten-CM0174-23G/1314-24-ODU-1(RTNRF-1),Bullers_Rd-CM0231-23G/1314-24-ODU-1(RTNRF-1),Thursten-CM0174-23G/1314,Bullers_Rd-CM0231-23G/1314," 23,114.00 "," 21,882.00 ",23.0,6.903611,79.8575,6.902222,79.86833299999999,Colombo,Colombo,1109.0,2334.0,curw_thurstan_college,6.9029300000000005,79.85932,0.3974804277182839,1.2070545277382452
CM0173,CM1032,Thummulla-CM0173-26G/1228-24-ODU-1(RTNRF-1),Devos_Lane-CM1032-26G/1228-24-ODU-1(RTNRF-1),Thummulla-CM0173-26G/1228,Devos_Lane-CM1032-26G/1228," 26,022.50 "," 25,014.50 ",26.0,6.894722,79.861111,6.892222,79.858333,Colombo,Colombo,1148.0,2373.0,curw_thurstan_college,6.9029300000000005,79.85932,1.0469061650900833,0.41316224052299144
CM0173,CM1032,Thummulla-CM0173-26G/1228-24-ODU-1(RTNRF-1),Devos_Lane-CM1032-26G/1228-24-ODU-1(RTNRF-1),Thummulla-CM0173-26G/1228,Devos_Lane-CM1032-26G/1228," 26,022.50 "," 25,014.50 ",26.0,6.894722,79.861111,6.892222,79.858333,Colombo,Colombo,1148.0,2373.0,curw_thurstan_college,6.9029300000000005,79.85932,1.0469061650900833,0.41316224052299144
CM0173,CM0523,Thummulla-CM0173-26G/915-24-ODU-1(RTNRF-1),Kassapa_Road-CM0523-26G/915-24-ODU-1(RTNRF-1),Thummulla-CM0173-26G/915,Kassapa_Road-CM0523-26G/915," 25,865.00 "," 24,857.00 ",26.0,6.894722,79.861111,6.893889,79.86444399999999,Colombo,Colombo,1150.0,2375.0,curw_thurstan_college,6.9029300000000005,79.85932,1.027483702157156,0.37970721919360106
CM0173,CM0460,Thummulla-CM0173-26G/673-24-ODU-1(RTNRF-1),Josep Lane-CM0460-26G/673-24-ODU-1(RTNRF-1),Thummulla-CM0173-26G/673,Josep Lane-CM0460-26G/673," 25,098.50 "," 26,106.50 ",26.0,6.894722,79.861111,6.893611,79.856111,Colombo,Colombo,1203.0,2428.0,curw_thurstan_college,6.9029300000000005,79.85932,0.9723205811080096,0.5660939608394328
CM0396,CM1279,SLTA-CM0396-26G/1227-24-ODU-1(RTNRF-1),Maharaja HO-CM1279-26G/1227-24-ODU-1(RTNRF-1),SLTA-CM0396-26G/1227,Maharaja HO-CM1279-26G/1227," 25,098.50 "," 26,106.50 ",26.0,6.910556,79.859167,6.919167,79.856944,Colombo,Colombo,1210.0,2435.0,curw_thurstan_college,6.9029300000000005,79.85932,1.326888364011498,0.9834732051321149
CM0148,CM0491,Kotahena-CM0148-26G/774-24-ODU-1(RTNRF-1),Sugathadasa_North-CM0491-26G/774-24-ODU-1(RTNRF-1),Kotahena-CM0148-26G/774,Sugathadasa_North-CM0491-26G/774," 26,106.50 "," 25,098.50 ",26.0,6.95016,79.8641,6.95158,79.8722,Colombo,Colombo,135.0,1360.0,curw_mutwal,6.958710000000001,79.8609,1.1805125433030672,0.9087757223216222
GM0015,CM0019,Handala-GM0015-18G/1625-24-ODU-1(RTNRF-1),Ellie_House-CM0019-18G/1625-24-ODU-1(RTNRF-1),Handala-GM0015-18G/1625,Ellie_House-CM0019-18G/1625," 17,727.50 "," 18,737.50 ",18.0,6.9977,79.88600000000001,6.96351,79.8636,Gampaha,Colombo,332.0,1557.0,curw_mutwal,6.958710000000001,79.8609,2.867460920681335,4.519211449018288
CM0063,CM0464,Mattakkuliya-CM0063-26G/1176-24-ODU-1(RTNRF-1),Modara_St-CM0464-26G/1176-24-ODU-1(RTNRF-1),Mattakkuliya-CM0063-26G/1176,Modara_St-CM0464-26G/1176," 26,022.50 "," 25,014.50 ",26.0,6.965278,79.870278,6.97035,79.8711,Colombo,Colombo,408.0,1633.0,curw_mutwal,6.958710000000001,79.8609,1.4777695180808916,0.5682226787373219
CM0148,CM0276,Kotahena-CM0148-26G/831-24-ODU-1(RTNRF-1),Gunananda_Mw-CM0276-26G/831-24-ODU-1(RTNRF-1),Kotahena-CM0148-26G/831,Gunananda_Mw-CM0276-26G/831," 25,865.00 "," 24,857.00 ",26.0,6.95016,79.8641,6.953333,79.861389,Colombo,Colombo,735.0,1960.0,curw_mutwal,6.958710000000001,79.8609,0.7966151625793103,0.46139307846823074
CM0209,CM0517,Kotahena_North-CM0209-26G/1184-24-ODU-1(RTNRF-1),Mahawatta_Road-CM0517-26G/1184-24-ODU-1(RTNRF-1),Kotahena_North-CM0209-26G/1184,Mahawatta_Road-CM0517-26G/1184," 26,050.50 "," 25,042.50 ",26.0,6.960089999999999,79.8682,6.95895,79.8709,Colombo,Colombo,888.0,2113.0,curw_mutwal,6.958710000000001,79.8609,0.9600548244456371,0.32390552275908574
CM0239,CM0366,Kohilawatta-CM0239-23G/761-24-ODU-1(RTNRF-1),Kelanimulla-CM0366-23G/761-24-ODU-1(RTNRF-1),Kohilawatta-CM0239-23G/761,Kelanimulla-CM0366-23G/761," 23,114.00 "," 21,882.00 ",23.0,6.94503,79.9145,6.94393,79.9273,Colombo,Colombo,184.0,1409.0,curw_ambatale,6.9357619999999995,79.947458,3.0892083182404377,1.4197267251460366
CM0035,CM0632,Kaduwela DBN-CM0035-26G/1363-23-ODU-1(RTNRF-1),Kaduwela_Town-CM0632-26G/1363-23-ODU-1(RTNRF-1),Kaduwela DBN-CM0035-26G/1363,Kaduwela_Town-CM0632-26G/1363," 26,071.50 "," 25,063.50 ",26.0,6.932860000000001,79.9847,6.9358,79.9839,Colombo,Colombo,487.0,1712.0,curw_ambatale,6.9357619999999995,79.947458,4.07450419776175,0.3369413164218056
GM0167,GM0576,Biyagama_EPZ-GM0167-26G/1268-24-ODU-1(RTNRF-1),MAS_Intimo_Biyagama_IBS-GM0576-26G/1268-24-ODU-1(RTNRF-1),Biyagama_EPZ-GM0167-26G/1268,MAS_Intimo_Biyagama_IBS-GM0576-26G/1268," 25,126.50 "," 26,134.50 ",26.0,6.953889,80.007778,6.959444,79.949167,Gampaha,Gampaha,533.0,1758.0,curw_ambatale,6.9357619999999995,79.947458,4.134162040356703,6.505900787304113
CM0053,CM0797,Kotikawatta_DBN-CM0053-26G/596-24-ODU-1(RTNRF-1),Kotikawatta_South-CM0797-26G/596-24-ODU-1(RTNRF-1),Kotikawatta_DBN-CM0053-26G/596,Kotikawatta_South-CM0797-26G/596," 25,126.50 "," 26,134.50 ",26.0,6.935556,79.914167,6.92975,79.9198,Colombo,Colombo,692.0,1917.0,curw_ambatale,6.9357619999999995,79.947458,3.3852618460093873,0.8943119855348125
GM0014,GM0027,Gonawala-GM0014-18G/1337-25-ODU-1(RTNRF-1),Kelaniya-GM0027-18G/1337-25-ODU-1(RTNRF-1),Gonawala-GM0014-18G/1337,Kelaniya-GM0027-18G/1337," 17,810.00 "," 18,820.00 ",18.0,6.954839999999999,79.9481,6.95735,79.9163,Gampaha,Gampaha,809.0,2034.0,curw_ambatale,6.9357619999999995,79.947458,2.8105872274491785,3.5250218432319667
CM0275,CM0588,Welivita-CM0275-23G/683-24-ODU-1(RTNRF-1),Hewagama-CM0588-23G/683-24-ODU-1(RTNRF-1),Welivita-CM0275-23G/683,Hewagama-CM0588-23G/683," 23,058.00 "," 21,826.00 ",23.0,6.92893,79.9662,6.931667,79.97416700000001,Colombo,Colombo,1058.0,2283.0,curw_ambatale,6.9357619999999995,79.947458,2.5830754701939536,0.9310225321585536
