cell_tower_id1,cell_tower_id2,source1_name,source2_name,district1,district2,latitude1,latitude2,longitude1,longitude2,nearest_precip_station,distance,nearest_precip_lat,nearest_precip_long,id_1,id_2,PathLength,frequency1,frequency2,frequency_band
CM0883,CM0165,Jayasumanarama_Airtel-CM0883-23G/924-24-ODU-1(RTNRF-1),Ratmalana-CM0165-23G/924-24-ODU-1(RTNRF-1),Colombo,Colombo,6.815833,6.83251,79.867778,79.8677,curw_thurstan_college,8.75947871922284,6.90293,79.85932,486,1711,1.8443288224765877," 23,211.00 "," 21,979.00 ",23
CM0165,CM0342,Ratmalana-CM0165-23G/930-23-ODU-1(RTNRF-1),Ratmalana_East-CM0342-23G/930-23-ODU-1(RTNRF-1),Colombo,Colombo,6.83251,6.82144,79.8677,79.881,curw_thurstan_college,8.562565332273037,6.90293,79.85932,1127,2352,1.9131119760766038," 21,938.00 "," 23,170.00 ",23
KA0038,KA0004,Muruthalawa-KA0038-15G/559-24-ODU-1(RTNRF-1),Galagedara-KA0004-15G/559-24-ODU-1(RTNRF-1),Kandy,Kandy,7.29597,7.36747,80.573,80.5387,curw_uduwawala,6.317422497176798,7.329,80.613,860,2085,8.767524130963155," 15,047.00 "," 14,557.00 ",15
KA0038,KA0004,Muruthalawa-KA0038-15G/559-23-ODU-1(RTNRF-1),Galagedara-KA0004-15G/559-23-ODU-1(RTNRF-1),Kandy,Kandy,7.29597,7.36747,80.573,80.5387,curw_uduwawala,6.317422497176798,7.329,80.613,859,2084,8.767524130963155," 15,047.00 "," 14,557.00 ",15
GM0092,GM0154,Pugoda-GM0092-18G/781-23-ODU-1(RTNRF-1),Mithirigala-GM0154-18G/781-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.97811,7.00463,80.1212,80.1326,curw_waga,9.403282439503206,6.90678,80.118275,1136,2361,3.1919380848395718," 17,810.00 "," 18,820.00 ",18
GM0066,GM0242,Dompe-GM0066-18G/676-23-ODU-1(RTNRF-1),Wanaluwawa-GM0242-18G/676-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.94313,6.97581,80.068,80.0852,curw_waga,7.427318851714441,6.90678,80.118275,121,1346,4.083418835371441," 18,765.00 "," 17,755.00 ",18
GM0092,GM0154,Pugoda-GM0092-18G/781-24-ODU-1(RTNRF-1),Mithirigala-GM0154-18G/781-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.97811,7.00463,80.1212,80.1326,curw_waga,9.403282439503206,6.90678,80.118275,1137,2362,3.1919380848395718," 17,810.00 "," 18,820.00 ",18
GM0092,GM0423,Pugoda-GM0092-23G/745-23-ODU-1(RTNRF-1),Kapugoda_North-GM0423-23G/745-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.97811,6.96681,80.1212,80.1035,curw_waga,7.293035151067442,6.90678,80.118275,1038,2263,2.3210239042738423," 21,826.00 "," 23,058.00 ",23
GM0092,GM0300,Pugoda-GM0092-18G/697-23-ODU-1(RTNRF-1),Mithirigala_East-GM0300-18G/697-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.97811,6.9825,80.1212,80.1585,curw_waga,8.473510408559303,6.90678,80.118275,1014,2239,4.150139350365124," 17,782.50 "," 18,792.50 ",18
GM0066,GM0207,Dompe-GM0066-23G/845-23-ODU-1(RTNRF-1),Dompe_Town-GM0207-23G/845-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.94313,6.95102,80.068,80.0521,curw_waga,7.826998521875592,6.90678,80.118275,474,1699,1.9617999590046487," 21,826.00 "," 23,058.00 ",23
GM0066,GM0242,Dompe-GM0066-18G/676-24-ODU-1(RTNRF-1),Wanaluwawa-GM0242-18G/676-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.94313,6.97581,80.068,80.0852,curw_waga,7.427318851714441,6.90678,80.118275,122,1347,4.083418835371441," 18,765.00 "," 17,755.00 ",18
GM0092,GM0112,Pugoda-GM0092-18G/784-23-ODU-1(RTNRF-1),Mandawala-GM0112-18G/784-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.97811,6.99485,80.1212,80.09,curw_waga,8.92466530985524,6.90678,80.118275,1066,2291,3.9131663385892446," 17,755.00 "," 18,765.00 ",18
GM0092,GM0112,Pugoda-GM0092-18G/784-24-ODU-1(RTNRF-1),Mandawala-GM0112-18G/784-24-ODU-1(RTNRF-1),Gampaha,Gampaha,6.97811,6.99485,80.1212,80.09,curw_waga,8.92466530985524,6.90678,80.118275,1067,2292,3.9131663385892446," 17,755.00 "," 18,765.00 ",18
GM0430,GM0066,Lansiyahena-GM0430-23G/1658-23-ODU-1(RTNRF-1),Dompe_Dialog-GM0066-23G/1658-23-ODU-1(RTNRF-1),Gampaha,Gampaha,6.928389,6.94313,80.060528,80.068,curw_waga,6.774915730950393,6.90678,80.118275,453,1678,1.8274114175285257," 23,058.00 "," 21,826.00 ",23
